FS, mark KELSO, Face=0x26, #38, 
FS, rickie HARRIS, Face=0x9, #46, 
FS, tom LONGO, Face=0x2, #44, 
FS, steve PREECE, Face=0x2e, #33, 
FS, jerry STOVALL, Face=0x2, #21, 
FS, cliff HARRIS, Face=0x82, #43, 
FS, phil CLARK, Face=0x2e, #39, 
FS, mike WEGER, Face=0x42, #28, 
FS, doug HART, Face=0x42, #43, 
FS, karl KASSULKE, Face=0x9e, #29, 
FS, cornell GREEN, Face=0xc4, #39, 
FS, mel PHILLIPS, Face=0x81, #32, 
FS, ed MEADOR, Face=0x12, #21, 
FS, hugo HOLLAS, Face=0x10, #18, 
FS, al LAVAN, Face=0x1f, #49, 
FS, mark KELSO, Face=0x33, #38, 
FS, fred ROBINSON, Face=0x83, #47, 
FS, liffort HOBLEY, Face=0xa9, #29, 
FS, fred MARION, Face=0x99, #31, 
FS, rich MIANO, Face=0x33, #36, 
FS, robert JACKSON, Face=0xc0, #37, 
FS, ray ELLIS, Face=0xc0, #24, 
FS, jeff DONALDSON, Face=0xc1, #31, 
FS, thomas EVERETT, Face=0x87, #27, 
FS, randy ROBBINS, Face=0x29, #48, 
FS, deron CHERRY, Face=0xcb, #20, 
FS, stacey TORAN, Face=0xb9, #30, 
FS, vencie GLENN, Face=0xb6, #25, 
FS, eugene ROBINSON, Face=0xc9, #41, 
FS, alvin WALTON, Face=0xc0, #40, 
FS, kenny HILL, Face=0x98, #48, 
FS, terry HOAGE, Face=0x29, #34, 
FS, lonnie YOUNG, Face=0xcb, #42, 
FS, bill BATES, Face=0x34, #40, 
FS, m. DOUGLASS, Face=0xa9, #37, 
FS, marques DOUGLASS, Face=0xa9, #37, 
FS, james GRIFFIN, Face=0xbe, #34, 
FS, mark MURPHY, Face=0x2a, #37, 
FS, john HARRIS, Face=0xc7, #32, 
FS, rick WOODS, Face=0xa3, #20, 
FS, ronnie LOTT, Face=0xcb, #42, 
FS, g. WILLIAMSON, Face=0x86, #43, 
FS, grant WILLIAMSON, Face=0x86, #43, 
FS, gene ATKINS, Face=0x86, #28, 
FS, robert MOORE, Face=0xb0, #34, 
FS, kion CARPENTER, Face=0xc3, #26, 
FS, jason BELSER, Face=0xa1, #29, 
FS, brock MARION, Face=0x9d, #31, 
FS, larry WHIGHAM, Face=0xb0, #25, 
FS, chris HAYES, Face=0xa1, #30, 
FS, donovin DARIUS, Face=0x85, #20, 
FS, rod WOODSON, Face=0x3b, #26, 
FS, marcus ROBERTSON, Face=0xcd, #31, 
FS, lethon FLOWERS, Face=0x97, #41, 
FS, eric BROWN, Face=0x9d, #26, 
FS, jerome WOODS, Face=0xc3, #21, 
FS, anthony DORSETT, Face=0xa1, #33, 
FS, mike DUMAS, Face=0xd2, #20, 
FS, jay BELLAMY, Face=0xc9, #20, 
FS, mark CARRIER, Face=0xc3, #27, 
FS, shaun WILLIAMS, Face=0xcb, #36, 
FS, brian DAWKINS, Face=0x96, #20, 
FS, kwamie LASSITER, Face=0x9d, #42, 
FS, george TEAGUE, Face=0xa4, #31, 
FS, mike BROWN, Face=0x96, #30, 
FS, kurt SCHULTZ, Face=0x37, #45, 
FS, darren SHARPER, Face=0x85, #42, 
FS, orlando THOMAS, Face=0x9d, #42, 
FS, damien ROBINSON, Face=0x98, #24, 
FS, pierson PRIOLEAU, Face=0xa1, #23, 
FS, keith LYLE, Face=0xd2, #35, 
FS, darren PERRY, Face=0xb0, #39, 
FS, ronnie BRADFORD, Face=0xb0, #23, 
FS, izell REESE, Face=0xd3, #43, 
FS, idrees BASHIR, Face=0x9e, #28, 
FS, lamont THOMPSON, Face=0xbe, #28, 
FS, dexter REID, Face=0xbe, #42, 
FS, erik COLEMAN, Face=0x92, #26, 
FS, madieu WILLIAMS, Face=0xbf, #40, 
FS, will DEMPS, Face=0xd2, #47, 
FS, marcus COLEMAN, Face=0xcd, #42, 
FS, chirs HOPE, Face=0xba, #28, 
FS, nick FERGUSON, Face=0xaa, #25, 
FS, jerome WOODS, Face=0xc0, #21, 
FS, ray BUCHANAN, Face=0xbe, #34, 
FS, jerry WILSON, Face=0x99, #20, 
FS, deon GRANT, Face=0xa1, #37, 
FS, sean TAYLOR, Face=0xc4, #36, 
FS, brent ALEXANDER, Face=0xd3, #26, 
FS, brian DAWKINS, Face=0xd3, #20, 
FS, colin BRANCH, Face=0xd0, #28, 
FS, bryan SCOTT, Face=0x96, #24, 
FS, jay BELLAMY, Face=0xa1, #20, 
FS, brock MARION, Face=0xb9, #31, 
FS, darren SHARPER, Face=0x8f, #42, 
FS, brian RUSSELL, Face=0x32, #27, 
FS, j. PHILLIPS, Face=0xc4, #23, 
FS, ken HAMLIN, Face=0xd2, #26, 
FS, aeneas WILLIAMS, Face=0xd2, #35, 
FS, ifeanyi OHALETE, Face=0xd3, #25, 
FS, roy WILLIAMS, Face=0xd0, #31, 

TEAM=bills
QB1, jim KELLY, Face=0x32, #12, 
QB2, frank REICH, Face=0x22, #14, 
RB1, thurman THOMAS, Face=0x83, #34, 
RB2, jamie MUELLER, Face=0x51, #41, 
RB3, kenneth DAVIS, Face=0xa5, #23, 
RB4, don SMITH, Face=0x8b, #30, 
WR1, james LOFTON, Face=0x81, #80, 
WR2, andre REED, Face=0xb6, #83, 
WR3, don BEEBE, Face=0x40, #82, 
WR4, al EDWARDS, Face=0x9a, #85, 
TE1, keith MCKELLER, Face=0xb7, #84, 
TE2, pete METZELAARS, Face=0x50, #88, 
C, kent HULL, Face=0x1e, #67, 
LG, jim RITCHER, Face=0x7, #51, 
RG, john DAVIS, Face=0x24, #65, 
LT, will WOLFORD, Face=0x48, #69, 
RT, howard BALLARD, Face=0x88, #75, 
RE, bruce SMITH, Face=0x88, #78, 
NT, jeff WRIGHT, Face=0xb, #91, 
LE, leon SEALS, Face=0xac, #96, 
ROLB, darryl TALLEY, Face=0xad, #56, 
RILB, ray BENTLEY, Face=0x30, #50, 
LILB, shane CONLAN, Face=0x2f, #58, 
LOLB, c. BENNETT, Face=0x82, #97, 
LOLB, cornelius BENNETT, Face=0x82, #97, 
RCB, nate ODOMES, Face=0xc3, #37, 
LCB, kirby JACKSON, Face=0x89, #47, 
SS, leonard SMITH, Face=0x84, #46, 
K, scott NORWOOD, Face=0x29, #11, 
P, rick TUTEN, Face=0x20, #10, 
TEAM=colts
QB1, jeff GEORGE, Face=0x4, #11, 
QB2, jack TRUDEAU, Face=0x3, #10, 
RB1, ivy joe HUNTER, Face=0xc0, #45, 
RB2, albert BENTLEY, Face=0x96, #20, 
RB3, anthony JOHNSON, Face=0x92, #23, 
RB4, ken CLARK, Face=0xc6, #32, 
WR1, bill BROOKS, Face=0xab, #80, 
WR2, jessie HESTER, Face=0xa5, #84, 
WR3, clarence VERDIN, Face=0x9f, #83, 
WR4, stanley MORGAN, Face=0xbd, #88, 
TE1, pat BEACH, Face=0xe, #81, 
TE2, orson MOBLEY, Face=0xae, #89, 
C, ray DONALDSON, Face=0xaf, #53, 
LG, randy DIXON, Face=0x95, #69, 
RG, brian BALDINGER, Face=0x27, #62, 
LT, zefross MOSS, Face=0xc1, #73, 
RT, kevin CALL, Face=0x7, #71, 
RE, jon HAND, Face=0xb8, #78, 
NT, harvey ARMSTRONG, Face=0x8a, #79, 
LE, sam CLANCY, Face=0x87, #76, 
ROLB, duane BICKETT, Face=0x26, #50, 
RILB, fredd YOUNG, Face=0x31, #56, 
LILB, jeff HERROD, Face=0x88, #54, 
LOLB, chip BANKS, Face=0x84, #51, 
RCB, eugene DANIEL, Face=0x99, #38, 
LCB, chris GOODE, Face=0x85, #37, 
SS, keith TAYLOR, Face=0xa1, #27, 
K, dean BIASUCCI, Face=0x10, #4, 
P, rohn STARK, Face=0x40, #3, 
TEAM=dolphins
QB1, dan MARINO, Face=0x6, #13, 
QB2, scott MITCHELL, Face=0x40, #19, 
RB1, sammie SMITH, Face=0x8d, #33, 
RB1, mark HIGGS, Face=0x8c, #21, 
RB2, tony PAIGE, Face=0xb4, #49, 
RB3, marc LOGAN, Face=0x85, #20, 
RB4, jim JENSEN, Face=0x5, #11, 
WR4, jim JENSEN, Face=0x5, #11, 
WR4, jim JENSON, Face=0x5, #11, 
RB4, troy STRADFORD, Face=0x8e, #23, 
WR1, mark CLAYTON, Face=0xd0, #83, 
WR2, mark DUPER, Face=0x84, #85, 
WR3, fred BANKS, Face=0xb3, #86, 
WR4, tony MARTIN, Face=0xa2, #89, 
TE1, ferrell EDMUNDS, Face=0xc0, #80, 
TE2, jim JENSEN, Face=0x5, #11, 
TE2, jim JENSON, Face=0x5, #11, 
C, jeff UHLENHAKE, Face=0x2a, #63, 
LG, keith SIMS, Face=0xbf, #69, 
RG, harry GALBREATH, Face=0x93, #62, 
LT, richmond WEBB, Face=0x9c, #78, 
RT, mark DENNIS, Face=0x1e, #74, 
RE, jeff CROSS, Face=0x82, #91, 
NT, shawn LEE, Face=0xc2, #98, 
LE, karl WILSON, Face=0xc6, #77, 
ROLB, hugh GREEN, Face=0xb2, #55, 
RILB, cliff ODOM, Face=0xb1, #93, 
LILB, john OFFERDAHL, Face=0x32, #56, 
LOLB, david GRIGGS, Face=0xa3, #92, 
RCB, j.b. BROWN, Face=0xa4, #37, 
LCB, tim MCKYER, Face=0x88, #22, 
SS, jarvis WILLIAMS, Face=0x96, #26, 
K, pete STOYANOVICH, Face=0x18, #10, 
P, reggie ROBY, Face=0xb6, #4, 
TEAM=patroits
QB1, steve GROGAN, Face=0x7, #14, 
QB1, drew BLEDSOE, Face=0x2d, #11, 
QB2, marc WILSON, Face=0x33, #15, 
QB2, doug FLUTIE, Face=0x1a, #2, 
QB2, craig JAMES, Face=0x1e, #12, 
RB1, marvin ALLEN, Face=0x92, #39, 
RB2, john STEPHENS, Face=0x84, #44, 
RB3, george ADAMS, Face=0xc3, #33, 
RB4, mosi TATUPU, Face=0x47, #30, 
WR1, irving FRYAR, Face=0xaa, #80, 
WR2, hart lee DYKES, Face=0x91, #88, 
WR3, greg MCMURTY, Face=0x8e, #19, 
WR4, sammy MARTIN, Face=0x36, #82, 
TE1, marv COOK, Face=0x21, #46, 
TE2, eric SIEVERS, Face=0x42, #85, 
C, paul FAIRCHILD, Face=0x43, #66, 
LG, chris GAMBOL, Face=0x44, #74, 
RG, damian JOHNSON, Face=0xaf, #68, 
LT, bruce ARMSTRONG, Face=0x80, #78, 
RT, danny VILLA, Face=0x32, #75, 
RE, garin VERIS, Face=0xa1, #60, 
NT, tim GOAD, Face=0x34, #72, 
LE, ray AGNEW, Face=0x92, #92, 
ROLB, andre TIPPETT, Face=0x85, #56, 
RILB, ed REYNOLDS, Face=0xc2, #95, 
LILB, richard HARVEY, Face=0xa4, #58, 
LOLB, chris SINGLETON, Face=0x86, #55, 
RCB, maurice HURST, Face=0x88, #37, 
LCB, ronnie LIPPETT, Face=0xa3, #42, 
SS, rod MCSWAIN, Face=0x8d, #23, 
K, jason STAUROVSKY, Face=0x2e, #4, 
P, brian HANSEN, Face=0x15, #10, 
TEAM=jets
QB1, ken O.BRIEN, Face=0xc, #7, 
QB1, ken OBRIEN, Face=0xc, #7, 
QB2, tony EASON, Face=0x9, #11, 
RB1, blair THOMAS, Face=0xaa, #32, 
RB2, freeman MCNEIL, Face=0xab, #24, 
RB3, brad BAXTER, Face=0x90, #30, 
RB4, johnny HECTOR, Face=0x8b, #34, 
WR1, al TOON, Face=0x86, #88, 
WR2, rob MOORE, Face=0x8d, #85, 
WR3, terance MATHIS, Face=0xa1, #81, 
WR4, jojo TOWNSELL, Face=0xb0, #83, 
TE1, mark BOYER, Face=0x42, #80, 
TE2, doug WELLSANDT, Face=0x43, #86, 
C, jim SWEENEY, Face=0x1d, #53, 
LG, mike HAIGHT, Face=0x41, #79, 
RG, dave CADIGAN, Face=0x3d, #66, 
LT, jeff CRISWELL, Face=0x33, #61, 
RT, brett MILLER, Face=0x2a, #72, 
RE, jeff LAGEMAN, Face=0x44, #56, 
NT, scott MERSEREAU, Face=0x48, #94, 
LE, ron STALLWORTH, Face=0x8f, #96, 
ROLB, joe KELLY, Face=0x9a, #58, 
RILB, dennis BYRD, Face=0x21, #90, 
LILB, kyle CLIFTON, Face=0x10, #59, 
LOLB, joe MOTT, Face=0x1f, #51, 
RCB, james HASTY, Face=0x92, #40, 
LCB, tony STARGELL, Face=0xc4, #45, 
SS, brian WASHINGTON, Face=0x8e, #21, 
K, pat LEAHY, Face=0x36, #5, 
P, joe PROKOP, Face=0x2e, #6, 
TEAM=bengals
QB1, boomer ESIASON, Face=0xa, #7, 
QB2, erik WILHELM, Face=0x34, #4, 
RB1, james BROOKS, Face=0x80, #21, 
RB2, ickey WOODS, Face=0xc5, #30, 
RB3, harold GREEN, Face=0xa3, #28, 
RB4, s. JENNINGS, Face=0xab, #36, 
RB4, stanford JENNINGS, Face=0xab, #36, 
WR1, tim MCGEE, Face=0x91, #85, 
WR2, eddie BROWN, Face=0xc1, #81, 
WR3, kendal SMITH, Face=0xb0, #83, 
WR4, mike BARBER, Face=0x12, #86, 
WR4, cris COLLINSWORTH, Face=0x09, #80, 
TE1, rodney HOLMAN, Face=0xc9, #82, 
TE2, eric KATTUS, Face=0x18, #84, 
C, bruce KOZERSKI, Face=0x41, #64, 
LG, bruce REIMERS, Face=0x1e, #75, 
RG, brian BLADOS, Face=0x48, #74, 
LT, anthony MUNOZ, Face=0xb, #78, 
RT, joe WALTER, Face=0x4b, #63, 
RE, jason BUCK, Face=0x19, #99, 
NT, tim KRUMRIE, Face=0x43, #69, 
LE, skip MCCLENDON, Face=0x86, #72, 
ROLB, james FRANCIS, Face=0xc0, #50, 
RILB, kevin WALKER, Face=0x96, #59, 
LILB, carl ZANDER, Face=0x24, #91, 
LOLB, leon WHITE, Face=0x8f, #51, 
RCB, carl CARTER, Face=0xc6, #45, 
LCB, lewis BILLUPS, Face=0xaa, #24, 
SS, david FULCHER, Face=0x8a, #33, 
K, jim BREECH, Face=0x20, #3, 
P, lee JOHNSON, Face=0x11, #11, 
TEAM=browns
QB1, qb BROWNS, Face=0x52, #0, 
QB1, bernie KOSAR, Face=0x44, #19, 
QB2, mike PAGEL, Face=0x46, #10, 
RB1, kevin MACK, Face=0xc0, #34, 
RB1, tommy VARDELL, Face=0x1e, #44, 
RB2, eric METCALF, Face=0x8d, #21, 
RB3, leroy HOARD, Face=0x88, #33, 
RB4, brent FULLWOOD, Face=0xc7, #29, 
WR1, w. SLAUGHTER, Face=0xa9, #84, 
WR1, webster SLAUGHTER, Face=0xa9, #84, 
WR2, reggie LANGHORNE, Face=0xb8, #88, 
WR3, vernon JOINES, Face=0xc2, #80, 
WR4, brian BRENNAN, Face=0x22, #86, 
WR4, brian KINCHEN, Face=0x11, #81, 
TE1, ozzie NEWSOME, Face=0x9f, #82, 
TE2, john TALLEY, Face=0xc6, #87, 
C, mike BAAB, Face=0x23, #61, 
LG, ralph TAMM, Face=0x38, #65, 
RG, gregg RAKOCZY, Face=0x39, #73, 
LT, paul FARREN, Face=0x32, #74, 
RT, tony JONES, Face=0xa7, #66, 
RE, robert BANKS, Face=0xb1, #97, 
NT, chris PIKE, Face=0xa0, #75, 
NT, michael dean PERRY, Face=0xa7, #92, 
LE, al BAKER, Face=0xb7, #60, 
ROLB, tony BLAYLOCK, Face=0x9b, #24, 
RILB, david GRAYSON, Face=0x98, #56, 
LILB, mike JOHNSON, Face=0x80, #59, 
LOLB, clay MATTHEWS, Face=0x4e, #57, 
RCB, raymond CLAYBORN, Face=0xc4, #26, 
LCB, frank MINNIFIELD, Face=0xa1, #31, 
SS, felix WRIGHT, Face=0x85, #22, 
K, jerry KAURIC, Face=0x28, #2, 
P, bryan WAGNER, Face=0x9, #15, 
TEAM=oilers
QB1, warren MOON, Face=0x8b, #1, 
QB2, cody CARLSON, Face=0x9, #14, 
RB1, lorenzo WHITE, Face=0xbf, #44, 
WR2, ernest GIVINS, Face=0x89, #81, 
RB3, allen PINKETT, Face=0x9c, #20, 
RB4, victor JONES, Face=0x83, #37, 
WR1, haywood JEFFRIES, Face=0x9b, #84, 
WR1, haywood JEFFIRES, Face=0x9b, #84, 
WR2, drew HILL, Face=0xc7, #85, 
RB3, doug LLOYD, Face=0x4f, #35, 
WR4, tony JONES, Face=0x9a, #82, 
WR1, curtis DUNCAN, Face=0xc4, #80, 
WR2, gerald MCNEIL, Face=0xc0, #89, 
C, jay PENNISON, Face=0x47, #52, 
LG, mike MUNCHAK, Face=0x2c, #63, 
RG, bruce MATTHEWS, Face=0x28, #74, 
LT, don MAGGS, Face=0x44, #78, 
RT, dean STEINKUHLER, Face=0x1e, #70, 
RE, sean JONES, Face=0x8f, #96, 
NT, doug SMITH, Face=0xae, #99, 
LE, william FULLER, Face=0xc8, #95, 
ROLB, johnny MEADS, Face=0xa5, #91, 
RILB, al SMITH, Face=0xc6, #54, 
LILB, john GRIMSLEY, Face=0x35, #59, 
LOLB, ray CHILDRESS, Face=0xc, #79, 
RCB, richard JOHNSON, Face=0x96, #23, 
LCB, cris DISHMAN, Face=0x81, #28, 
SS, bubba MCDOWELL, Face=0xc1, #25, 
K, tony ZENDEJAS, Face=0x2e, #7, 
P, greg MONTGOMERY, Face=0x13, #9, 
TEAM=steelers
QB1, bubby BRISTER, Face=0x1d, #6, 
QB1, neil O.DONNELL, Face=0x1d, #14, 
QB2, rick STROM, Face=0x42, #11, 
RB1, merril HOGE, Face=0x13, #33, 
RB2, warren WILLIAMS, Face=0xc7, #42, 
RB3, tim WORLEY, Face=0xa3, #38, 
RB4, richard BELL, Face=0xc3, #21, 
WR1, louis LIPPS, Face=0xa5, #83, 
WR2, derek HILL, Face=0xcd, #82, 
WR3, chris CALLOWAY, Face=0x9f, #88, 
WR4, dwight STONE, Face=0x8b, #20, 
TE1, eric GREEN, Face=0xc0, #86, 
TE2, mike MULARKEY, Face=0x36, #84, 
C, dermontti DAWSON, Face=0xa8, #63, 
LG, b. BLANKENSHIP, Face=0x2a, #60, 
LG, berry BLANKENSHIP, Face=0x2a, #60, 
RG, terry LONG, Face=0xc6, #74, 
LT, john JACKSON, Face=0xa6, #65, 
RT, tunch ILKIN, Face=0x32, #62, 
RE, donald EVANS, Face=0xbc, #66, 
NT, gerald WILLIAMS, Face=0x80, #98, 
LE, keith WILLIS, Face=0x93, #93, 
ROLB, greg LLOYD, Face=0x96, #95, 
RILB, david LITTLE, Face=0xca, #50, 
LILB, hardy NICKERSON, Face=0xcb, #54, 
LOLB, bryan HINKLE, Face=0x4b, #53, 
RCB, rod WOODSON, Face=0x3b, #26, 
LCB, dwayne WOODRUFF, Face=0x8f, #49, 
SS, carnell LAKE, Face=0x82, #37, 
K, gary ANDERSON, Face=0x15, #1, 
P, dan STRYZINSKI, Face=0x21, #4, 
TEAM=broncos
QB1, john ELWAY, Face=0xe, #7, 
QB2, gary KUBIAK, Face=0x17, #8, 
RB1, bobby HUMPHREY, Face=0x8c, #26, 
RB2, steve SEWELL, Face=0x83, #30, 
RB3, sammy WINDER, Face=0xb2, #23, 
RB4, melvin BRATTON, Face=0xbc, #32, 
WR1, vance JOHNSON, Face=0x9e, #82, 
WR2, mark JACKSON, Face=0xb0, #80, 
WR3, ricky NATTIEL, Face=0x8d, #84, 
WR4, michael YOUNG, Face=0x21, #83, 
WR4, mike YOUNG, Face=0x21, #83, 
WR4, ed MCCAFFREY, Face=0x25, #87, 
TE1, clarence KAY, Face=0xa1, #88, 
TE2, paul GREEN, Face=0x2f, #87, 
C, keith KARTZ, Face=0x33, #72, 
LG, jim JURIGA, Face=0x34, #66, 
RG, doug WIDELL, Face=0x10, #67, 
LT, darrell HAMILTON, Face=0xc0, #69, 
RT, ken LANIER, Face=0xaf, #76, 
RE, ron HOLMES, Face=0x88, #90, 
NT, greg KRAGEN, Face=0x43, #71, 
LE, warren POWERS, Face=0x9c, #91, 
ROLB, karl MECKLENBURG, Face=0x1b, #77, 
RILB, michael BROOKS, Face=0x98, #56, 
LILB, marc MUNFORD, Face=0x41, #51, 
LOLB, simon FLETCHER, Face=0xa2, #73, 
RCB, wymon HENDERSON, Face=0x80, #24, 
LCB, tyrone BRAXTON, Face=0x8e, #34, 
SS, dennis SMITH, Face=0xab, #49, 
K, david TREADWELL, Face=0x2e, #9, 
P, mike HORAN, Face=0xd, #2, 
TEAM=chiefs
QB1, steve DE BERG, Face=0xf, #17, 
